curpencargado,idsucursal,nombreencargado,paternoencargado,maternoencargado,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
WFRL955437DXHEZY32,S-00012,Sarette,Ridulfo,Coiley,1987-12-08,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
CWCT250140BUHXDW32,S-00006,Orelee,Blanden,Snoxell,1978-09-29,Baja California,Tijuana,Tijuana,Ignacio,52,49282
CVAV903896YAEITB95,S-00002,Lauryn,Netherclift,Sampey,1974-08-22,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
YBZB316626AWIRVP34,S-00001,Travers,Battram,Bygreaves,2003-01-09,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
FDEL409041GGTBPF63,S-00006,Brigit,Vicar,Fetter,1985-02-14,Baja California,Tijuana,Tijuana,Ignacio,52,49282
BSYM755819NSUBSG72,S-00008,Henryetta,Dewbury,Stiegar,1974-11-06,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
SLYY008361RETOOI04,S-00014,Willem,Mattevi,Godspede,1970-12-02,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
EXVS010219GFHIQH83,S-00011,Lizabeth,Benitti,Bedbury,1984-03-25,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
TNBC559741RATMQY72,S-00003,Ennis,Turban,Mimmack,1974-03-12,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
CMIY978158IUJFEM33,S-00002,Morey,Woodes,Romayne,1997-10-30,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
RUPO920423CVYLDW61,S-00007,Maria,Funnell,Heskins,1979-08-12,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
LVBF060993RZVWKE06,S-00009,Karia,Rawstorne,Candlin,1994-09-15,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
EFCT475597AYRTXS14,S-00013,Yolane,Duffy,Collinson,1991-11-14,Campeche,Champoton,Champoton,Shampoo,53,19183
ODZA215880QVTLWW08,S-00011,Pryce,Greaves,Yeell,1977-01-27,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
RIFO741859RYLPLY15,S-00009,Maressa,Marzele,Dalrymple,1975-09-01,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
UMKA156609XNJVKF49,S-00008,Ginnie,Tabram,McCall,2002-12-15,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
MULG975545SCRFTA01,S-00003,Jareb,Downer,Prozescky,1977-02-26,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
UYJI933706ULYSQN70,S-00007,Germain,McGairl,Mandifield,1985-05-13,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
PXQC055497ODXNNK82,S-00002,Cyndy,Laver,Allberry,1976-08-10,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
VSDU461917OSTRXX41,S-00009,Georgena,Brockhurst,Fernihough,2001-07-20,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
CTDT420986XDMAFE64,S-00006,Ingaborg,Todarello,Truelock,2004-01-14,Baja California,Tijuana,Tijuana,Ignacio,52,49282
XPXV257560GNHTNK20,S-00015,Fifi,Faulkner,Le Estut,1986-04-20,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
JNHX091600CSHBGN66,S-00011,Raimundo,Lillegard,Hurich,2000-12-21,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
WNUG381742PQGGCV85,S-00003,Roxine,Mc Menamin,McGerraghty,1974-11-08,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
ULME018963OJYATN49,S-00014,Dan,Galler,Tranckle,2000-04-30,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
DIAW330842EQAKJL19,S-00004,Geordie,Clemes,Hassett,1980-06-02,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
ELYF949837GZCYRW84,S-00013,Lannie,Biaggiotti,Pymar,1984-02-26,Campeche,Champoton,Champoton,Shampoo,53,19183
AKIH745281QTIMOF72,S-00001,Griz,O'Caine,Gouldthorp,2000-02-26,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
EGNB515768IBAZPA04,S-00007,Rufus,Cranke,Fanton,1986-03-10,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
HGIA683159XZTSVF07,S-00003,Candis,Shilstone,Jeffries,1982-09-10,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
CWZV019468VTPMKF29,S-00005,Griselda,Benjafield,Glanester,1970-07-27,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
RURN374775IGTZKB98,S-00011,Cacilia,Barnes,Batten,1991-03-30,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
HXBW927522SAODUX85,S-00015,Tiphany,Schrir,Andrieux,1999-05-20,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
RBGY302722ECAYHF12,S-00010,Natalie,Orwell,Hail,1986-12-13,Guerrero,Copala,Copala,5 de Mayo,63,69179
NSKJ698505TKRONP41,S-00007,Nerita,Incogna,Fasset,1994-08-02,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
BEDR929584XBNDRL89,S-00015,Kirby,Oxlade,Maddrell,1971-04-14,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
HNXV960285ERDHTI41,S-00008,Charyl,Garrould,Acott,1979-01-31,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
XTMH668342LPQIUB23,S-00001,Jilly,Buckles,Ciobotaru,1984-05-28,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
RFOU922714PSJGQS54,S-00007,Kevon,Druce,Randell,1988-07-25,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
LTYA753493IHYQTB24,S-00004,Sybil,Pelham,Longfut,1978-07-06,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
KRDG207668TBMSLK78,S-00013,Reine,Dearden,Dronsfield,2002-11-24,Campeche,Champoton,Champoton,Shampoo,53,19183
OFRQ914529IMSPSF21,S-00006,Nerta,Gillbee,Gerardet,1981-02-28,Baja California,Tijuana,Tijuana,Ignacio,52,49282
QZRO822104MDKBZM87,S-00013,Meade,O'Towey,Battye,1982-03-04,Campeche,Champoton,Champoton,Shampoo,53,19183
VEPK098492IBGZRM92,S-00006,Kaine,Chappel,Cordrey,1985-01-14,Baja California,Tijuana,Tijuana,Ignacio,52,49282
RXLX501466FRPHFQ71,S-00009,Cathryn,Grastye,Bartkowiak,1994-02-15,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
RVEC712055VJXURK04,S-00011,Arly,Dunning,Porte,1996-06-04,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
HGBX017183UAOUKA25,S-00003,Morgen,Ingold,Gledhill,1984-04-29,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
DKYG227806ZXRXKW01,S-00005,Valentine,Tammadge,Rosbotham,1978-09-06,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
UDCC495502BMUBWO60,S-00005,Heywood,Titchen,Sey,1972-10-14,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
ADAI774970NYYKUK69,S-00005,Dominic,Bengall,Ennion,1986-12-19,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
KZPM717686QMBPAJ76,S-00014,Madelyn,Canet,Wattam,2002-05-18,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
MLHG242476SNZBXZ38,S-00015,Analiese,Lanham,Helstrom,1994-04-26,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
JZUN654255GYUDTD62,S-00002,Neely,Harback,Scholefield,1997-08-17,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
JROV227931INTLVG64,S-00006,Pepi,Goddert.sf,Mynett,1985-12-08,Baja California,Tijuana,Tijuana,Ignacio,52,49282
RMZE651801HFWPVF39,S-00010,Rip,Kirlin,Gamlyn,1993-11-28,Guerrero,Copala,Copala,5 de Mayo,63,69179
NIEQ180619SKFANB45,S-00001,Axel,Ledner,Jan,1992-12-10,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
TIDN704049FFMGAT43,S-00007,Vernice,Lympany,Crowcher,2003-04-18,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
URAN160843YZEZCI95,S-00001,Yehudit,Aslett,Jandourek,1981-02-18,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
VIZW224903UFJJWJ17,S-00004,Flor,Freyn,Burnel,1990-11-05,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
VCGX023617QWATQA69,S-00008,Riley,Cuerdale,Trood,1970-10-25,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
XFDT367163GREVZB83,S-00001,Cate,Kaley,Goullee,1991-02-22,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
KFPW407972OPTUGB30,S-00003,Clemence,Corr,Kighly,1999-05-28,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
QJEP890118ZNRUTC94,S-00010,Bonny,Bedow,Havvock,1982-01-25,Guerrero,Copala,Copala,5 de Mayo,63,69179
XKTA508817WEWZIX80,S-00005,Celestine,Yakunikov,Hambling,1987-07-15,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
ZXLT759967FIFWTB87,S-00010,Rosanne,Godden,Southwood,1999-01-16,Guerrero,Copala,Copala,5 de Mayo,63,69179
XVMY870009LQKGGV71,S-00003,Leodora,Dodswell,Ivanets,1980-07-25,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
DSLJ110450FJKUEQ25,S-00010,Henrieta,Mault,Dusting,1984-05-28,Guerrero,Copala,Copala,5 de Mayo,63,69179
PAGE073512KPNEAW32,S-00005,Eward,Ambrozik,Wallentin,1987-07-23,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
AXAW975993QZAZHG19,S-00010,Tommy,Buncher,Lidyard,2003-09-13,Guerrero,Copala,Copala,5 de Mayo,63,69179
VWYQ789912OQPTXG14,S-00002,Eldon,Scurrell,Skipper,1978-04-09,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
HNYT134579SKHAWE17,S-00004,Alain,Bolingbroke,Hurn,1976-02-12,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
PDCJ473198ECZOJE31,S-00006,Norrie,Meynell,Cashley,1980-01-29,Baja California,Tijuana,Tijuana,Ignacio,52,49282
WLYA684026DSXUAL24,S-00003,Aime,Beddo,Kalaher,1999-07-11,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
VQIJ577201KNPSKL23,S-00006,Thornie,Lorne,Myford,1997-08-11,Baja California,Tijuana,Tijuana,Ignacio,52,49282
GIVH472668XFWTVJ53,S-00011,Sharyl,Blunn,Peasegood,1996-03-21,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
UJEF892452QYNMZR89,S-00003,Allistir,Rozenbaum,Draye,1970-08-11,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
HTMA589767LPDXLT93,S-00014,Gianna,Ganny,Gianelli,1978-10-29,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
LOFD258494GGEDQW43,S-00009,Inger,Hyder,Tinson,1980-08-25,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
XBWP754988QJJXHZ72,S-00009,Rolfe,Persicke,Headon,1981-07-30,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
WDTE695425AJRTTV89,S-00012,Olin,cornhill,Defont,1976-03-25,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
UTMM207636CFEPAN13,S-00011,Rik,Donisi,Gillitt,1977-04-22,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
OCUH799788TTDDVF31,S-00008,Birk,Rodders,Dahmke,1993-09-19,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
HAXE238093SOKCYD71,S-00004,Swen,Martlew,Trew,2002-03-07,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
BZCF090262MSOOVH93,S-00010,Walden,Mayze,Fearne,1990-08-07,Guerrero,Copala,Copala,5 de Mayo,63,69179
DPKU770971ENVWPQ72,S-00015,Aryn,Lebourn,Shinn,1986-06-26,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
CKBR667040HLCYLN23,S-00013,Shirlee,Gribble,McDuffie,1971-11-10,Campeche,Champoton,Champoton,Shampoo,53,19183
WMIV491043XRZBCY05,S-00015,Harbert,Ensor,Bernette,1998-08-17,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
WUEU231697TVSSAZ18,S-00013,Sherline,Emanson,Mapston,1997-03-24,Campeche,Champoton,Champoton,Shampoo,53,19183
NPJM082632CUKONI04,S-00007,Conni,Welbourn,Pembry,1999-01-12,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
CGHS607931SVNVHH65,S-00006,Gorden,Loukes,Gatch,2004-05-05,Baja California,Tijuana,Tijuana,Ignacio,52,49282
RQDH511969GBSUWY03,S-00008,Augustine,Grevatt,Petofi,2003-11-19,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
SHGB218513XFHCIW84,S-00005,Perle,Fellini,Feechum,1988-10-28,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
JJPU672968YQDHND07,S-00008,Tamarah,Ruffell,Prin,1996-07-11,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
TAXJ256013XCQQRO47,S-00002,Ernestine,Reeken,Turrill,2000-12-31,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
CPFS171323CZOMGE71,S-00007,Roma,Stammirs,Frick,1970-06-16,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
WLFJ667179HCNBNH88,S-00006,Greer,Rablan,Noriega,1981-04-09,Baja California,Tijuana,Tijuana,Ignacio,52,49282
PCKB768474SFBCCN10,S-00004,Penny,Figgen,Cuckoo,1997-10-11,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
JUYW852562DQVFWR23,S-00008,Gabriell,Jordi,Maffi,1987-04-06,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
ZDJA265089TCJYBP68,S-00008,Marlane,Saiens,Monshall,1980-09-23,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
HFII024823UATSNV62,S-00009,Millicent,Sanham,Claesens,2001-01-22,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
IYOO020673MTGYDX84,S-00015,Carlene,Ferri,Troubridge,1978-10-29,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
AVLQ079467GNVRYD03,S-00015,Tanitansy,Splain,Sterricks,1982-03-06,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
CZGG930586CPEQTN48,S-00012,Annalee,Littleton,Broomer,1975-10-14,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
HMKS207814OAACUD57,S-00012,Carly,Barcroft,Dobby,1990-08-01,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
HONX388607HSNDPA36,S-00006,Hector,Churly,Haney,1995-07-21,Baja California,Tijuana,Tijuana,Ignacio,52,49282
ZDDK001178AHZKEZ98,S-00014,Arlee,Athowe,Elman,2003-05-18,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
ZNIP891104KINVFA08,S-00013,Albertina,Kimbury,Sartain,1993-11-14,Campeche,Champoton,Champoton,Shampoo,53,19183
UKJD162903BZMJHG07,S-00007,Sianna,Bougourd,Scholler,2002-06-01,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
TMKK738629VXKYUK60,S-00006,Berny,Richen,MacGovern,1978-12-03,Baja California,Tijuana,Tijuana,Ignacio,52,49282
UUHF126228OGEXPN77,S-00009,Jackie,Spini,Bonifazio,1979-10-09,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
KESO851650ZMLYSK44,S-00009,De,Basek,Eastope,1995-05-20,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
KRVV325566DOBDZE93,S-00013,Reina,Pyvis,Seifenmacher,1980-08-18,Campeche,Champoton,Champoton,Shampoo,53,19183
HLFV188748LRENGL72,S-00003,Fiorenze,Leuren,Nehls,1996-03-16,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
IKNC407846EHPWNI57,S-00002,Ingram,Brister,Golagley,1972-02-23,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
VTRS237436QLFUBW17,S-00012,Allix,Topes,Feldheim,1970-12-07,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
NCQU886090BZTNHV90,S-00009,Kelsey,Tolchard,Sapauton,1978-05-30,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
NYHB569776LEGKTL54,S-00012,Lonnie,Vasse,Derill,1972-02-25,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
AJQV742704NAUHLE99,S-00001,Napoleon,Ghiriardelli,Iannuzzelli,1991-04-12,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
TTGH580909JEYDII40,S-00004,Irina,Stennings,Hupe,1973-08-12,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
ENWH828981ZMHZRP83,S-00013,Deirdre,Garrad,Jado,2001-10-25,Campeche,Champoton,Champoton,Shampoo,53,19183
JKFT663251NXMPGA01,S-00007,Adair,Ahearne,Aspling,1990-04-30,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
IEOE731999NUIELH37,S-00003,Randi,Salvin,Laphorn,1971-12-09,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
SGCF906944ZBZEFF01,S-00013,Arline,Limon,Castenda,1998-05-09,Campeche,Champoton,Champoton,Shampoo,53,19183
ZKIG822293PETIPR67,S-00005,Eulalie,Teese,Blankau,1978-03-22,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
IRMW706696XFONQO38,S-00006,Avictor,MacNair,Strauss,1983-04-05,Baja California,Tijuana,Tijuana,Ignacio,52,49282
AETJ915937EPYDWB75,S-00005,Miran,Philpots,Brugh,1974-06-03,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
FEES341699NPHMHB33,S-00012,Normy,Braden,Fahey,1991-05-16,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
QHYX377175VMEURV35,S-00015,Florinda,Deveril,Filewood,1995-06-01,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
YUOK520222CFPSKT91,S-00007,Agneta,Malletratt,Stormes,1981-07-22,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
JRJW921356DHQMOA46,S-00013,Georgena,Seddon,Scarre,2004-01-31,Campeche,Champoton,Champoton,Shampoo,53,19183
PIGE800346ZJAKST05,S-00009,Isidoro,Bummfrey,Prest,1991-08-25,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
NRQE742780KEXKRU00,S-00003,Allene,Ridolfi,Cornelis,1996-10-09,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
RQWH454940ZRYPWX72,S-00008,Merilyn,Massei,Gregoratti,2003-10-29,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
FACP787919MEBWSJ68,S-00002,Had,Sobczak,Peaden,2003-03-13,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
NMHQ597587FELGJG73,S-00007,Ericha,Faherty,Johncey,1986-10-05,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
OHSC244866UYHXJV99,S-00001,Norah,Smalley,Sieghard,1979-06-15,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
NTUT529550MEUCEN04,S-00011,Daniele,Gaynes,Scattergood,1993-11-07,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
BJDM712929SSOTNU78,S-00005,Doy,Clitheroe,McLane,2000-03-23,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
BELR295572XFSPSL83,S-00012,Tarrance,Suddaby,Salzen,2000-11-20,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
VLRK198744RIZREY40,S-00001,Jaymee,Balsom,Hainey,1988-07-06,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
PIRB133995RKJCCO97,S-00006,Otho,Robiot,Skudder,1999-10-06,Baja California,Tijuana,Tijuana,Ignacio,52,49282
NINK470419WIVPDF74,S-00013,Eleen,Durman,Guswell,1986-04-06,Campeche,Champoton,Champoton,Shampoo,53,19183
SYGE842915PWXNEZ29,S-00008,Jami,Hallgalley,Bader,1986-12-09,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
VESV053947BMCRIF12,S-00009,Noam,Watkinson,Eland,1995-05-07,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
JGPA831020GOTJGC94,S-00015,Theodore,Colquitt,Clew,1997-09-17,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
OJEP222422MTUEFO92,S-00011,Felita,Causby,Gianelli,1987-02-06,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
NDZW187993GXCFZN49,S-00006,Adelina,Philliskirk,Morecombe,1990-03-25,Baja California,Tijuana,Tijuana,Ignacio,52,49282
SKAO570716SSHNDQ44,S-00015,Octavius,Cardenosa,Brusin,1981-03-06,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
DLZE743098ZSRZKY64,S-00011,Sena,Krochmann,Skate,1984-11-29,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
KIML805336FDGDRE10,S-00003,Shepperd,Coast,Rasmus,2000-08-15,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
XSLE540391FLVIYM93,S-00008,Rene,Suckling,Tapping,2003-04-06,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
VGIB021479YJJFAA92,S-00007,Gnni,Piggens,Rigts,1982-02-21,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
AIQF179886YIRQSM22,S-00013,Hester,Garmans,Ismay,1993-01-03,Campeche,Champoton,Champoton,Shampoo,53,19183
YZAR675492PIJIHM53,S-00003,Kelby,Crosher,Bessey,1979-04-15,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
LPDG397256RHVKUR76,S-00013,Latrina,Burree,Elstow,1981-11-17,Campeche,Champoton,Champoton,Shampoo,53,19183
CEKR497495AWJDRT17,S-00007,Jeno,Shoebrook,Maling,1994-04-16,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
OFNA238882KFGVZI30,S-00003,Jone,Boultwood,Pleasaunce,1977-04-22,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
SBLO395584AVXUXA01,S-00004,Giselbert,Royl,Beville,1990-01-31,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
QGRD914783AIWWZY09,S-00001,Llywellyn,Deniscke,Nendick,1981-02-17,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
XSWV575489LCHVHE24,S-00001,Joan,Lidgey,Lafayette,2004-04-04,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
KCQR117024MQCPRN99,S-00011,Billye,Sharrier,Phare,1984-10-14,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
KKMS459347XBZTBO80,S-00009,See,Gernier,Delagnes,1991-02-13,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
WNKB226745COPHLY85,S-00003,Mohammed,Bethell,Mantripp,1997-07-23,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
DROC431239RLSUHW52,S-00009,Randal,Wickham,Wherrit,1990-04-17,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
ZPZN119595HSUNCF11,S-00007,Donavon,McTear,Kohlert,1989-12-07,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
FLYR951456VEKCXV63,S-00006,Lonnie,Carlisi,Grzeszczyk,1995-10-16,Baja California,Tijuana,Tijuana,Ignacio,52,49282
URAX074797RNQRWO93,S-00012,Annadiana,Novik,Elmar,1996-01-19,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
ZLXA910380KUABJI28,S-00009,Noreen,Badsworth,Cove,1990-02-09,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
TNCY774105TVQMEA36,S-00009,Winifred,Mapston,Folke,2003-12-05,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
RAQU488588ARNKEP43,S-00015,Vanya,Tattershall,Batalle,1975-10-21,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
MBZW012806ZIIMYI69,S-00006,Henrieta,Neeves,Flobert,1980-04-04,Baja California,Tijuana,Tijuana,Ignacio,52,49282
IOBH678403ZNXBUU78,S-00012,Lettie,Labrum,Gilardone,2000-05-04,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
XGDJ547596YKPCVN21,S-00014,Putnem,O'Driscole,Bury,1983-06-24,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
YYTP101097IKPQCY27,S-00015,Inger,Isakson,Leavry,1993-09-02,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
HFAD361697EOBVKV31,S-00014,Janeva,Burgan,Spyer,1977-03-13,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
KMGY391950VLJDKN06,S-00006,Teodora,Pritchard,Yegorshin,2000-09-24,Baja California,Tijuana,Tijuana,Ignacio,52,49282
WUMC926096DQRVJU12,S-00005,Barry,Sneller,Ascrofte,1985-11-15,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
EYVM896093NKUNXR81,S-00002,Jeannine,Windeatt,Ferro,1974-05-19,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
MSTI223254GVMLSU71,S-00012,Gayler,Dunkley,von Grollmann,1979-02-28,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
IDKT476339XEQNXK23,S-00012,Morgan,Tellwright,Loggie,1972-12-21,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
CNLT843845NAWDBP18,S-00005,Vanya,Facey,Armand,1971-07-19,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
CDAU093092FFLNLO65,S-00004,Milton,Verrico,Wenzel,1978-07-16,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
DUOG516570ILGULI75,S-00005,Evey,Sweeten,Pyer,1979-11-20,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
